# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "reference_genomes/stm/stm_genome_temp.gtf" "-o" "feature_counts/stm_1110.txt" "sam/sam_11_09/278-1_stm.sorted.bam" "sam/sam_11_09/278-2_stm.sorted.bam" "sam/sam_11_09/278-3_stm.sorted.bam" "sam/sam_11_09/278-4_stm.sorted.bam" "sam/sam_11_09/278-5_stm.sorted.bam" "sam/sam_11_09/279-1_stm.sorted.bam" "sam/sam_11_09/279-2_stm.sorted.bam" "sam/sam_11_09/279-3_stm.sorted.bam" "sam/sam_11_09/279-4_stm.sorted.bam" "sam/sam_11_09/279-5_stm.sorted.bam" "-t" "transcript" "--extraAttributes" "gene_name" 
Geneid	Chr	Start	End	Strand	Length	gene_name	278-1_stm.sorted.bam	278-2_stm.sorted.bam	278-3_stm.sorted.bam	278-4_stm.sorted.bam	278-5_stm.sorted.bam	279-1_stm.sorted.bam	279-2_stm.sorted.bam	279-3_stm.sorted.bam	279-4_stm.sorted.bam	279-5_stm.sorted.bam
STM3764	Chromosome	3964500	3965195	-	696	mgtC	0	2	7	3	2	18	18	5	5	10
STM3765	Chromosome	3965704	3966606	+	903	yicL	9	27	25	24	17	47	67	28	26	16
STM3766	Chromosome	3966649	3967590	-	942	NA	7	18	11	13	7	29	43	20	20	8
STM3767	Chromosome	3967826	3968569	-	744	NA	1	6	10	4	10	21	23	12	16	5
STM3768	Chromosome	3968556	3969665	-	1110	NA	1	13	20	11	7	27	37	17	26	9
STM3769	Chromosome	3969669	3970529	-	861	NA	1	23	13	8	14	16	38	22	25	16
STM3770	Chromosome	3970526	3971275	-	750	NA	6	21	18	16	17	23	32	20	21	14
STM3771	Chromosome	3971421	3971906	-	486	NA	4	16	7	20	12	13	40	16	25	13
STM3772	Chromosome	3971917	3972342	-	426	NA	2	26	19	24	23	17	42	18	20	2
STM3773	Chromosome	3972561	3975359	-	2799	NA	39	163	162	102	62	189	427	189	295	80
STM3774	Chromosome	3975556	3975849	+	294	NA	12	22	15	3	5	106	82	23	16	34
STM3775	Chromosome	3975955	3977337	+	1383	NA	50	184	280	138	126	290	1043	427	730	85
STM3776	Chromosome	3977397	3978590	-	1194	yicM	4	16	24	19	15	23	64	35	47	6
STM3777	Chromosome	3978806	3979165	+	360	NA	47	56	18	9	18	178	133	31	18	73
STM3778	Chromosome	3979149	3979472	+	324	NA	16	31	13	15	7	93	99	24	23	41
STM3779	Chromosome	3979563	3979832	-	270	NA	5	11	3	1	2	13	6	3	7	10
STM3780	Chromosome	3979842	3980702	-	861	NA	1	0	2	2	1	9	7	3	4	0
STM3781	Chromosome	3980765	3982249	-	1485	NA	5	17	29	14	8	48	58	29	46	9
STM3782	Chromosome	3982242	3983600	-	1359	NA	10	33	39	21	11	81	73	42	30	15
STM3783	Chromosome	3983676	3983963	-	288	NA	5	11	14	8	6	48	43	18	27	8
STM3784	Chromosome	3983960	3984433	-	474	NA	26	32	53	26	5	83	79	35	46	17
STM3785	Chromosome	3984451	3985194	-	744	NA	74	114	142	49	29	438	226	75	106	91
STM3786	Chromosome	3985547	3985999	-	453	yicN	5	13	12	10	5	29	21	9	17	5
STM3787	Chromosome	3986192	3987583	-	1392	uhpT	14	77	22	26	15	15	59	18	9	7
STM3788	Chromosome	3987726	3989054	-	1329	uhpC	0	9	7	0	3	10	8	4	8	3
STM3789	Chromosome	3989064	3990566	-	1503	uhpB	0	9	15	7	1	15	13	15	12	3
STM3790	Chromosome	3990566	3991156	-	591	uhpA	0	3	12	5	1	10	4	11	9	3
STM3791	Chromosome	3991231	3992244	-	1014	NA	10	35	123	41	16	153	246	131	118	25
STM3792	Chromosome	3992256	3993572	-	1317	NA	10	47	126	44	17	196	191	104	89	31
STM3793	Chromosome	3993603	3994523	-	921	NA	29	37	127	38	14	250	164	70	51	31
STM3794	Chromosome	3994848	3995633	+	786	NA	20	36	55	42	18	103	153	48	57	19
STM3795	Chromosome	3995635	3995925	-	291	ilvN	6	11	15	23	11	21	53	15	36	7
STM3796	Chromosome	3995929	3997617	-	1689	ilvB	30	92	144	135	101	291	506	147	215	59
STM3797	Chromosome	3997724	3997822	-	99	ivbL	13	39	12	66	39	136	289	44	265	26
STM3797A	Chromosome	3998345	3998459	+	115	ysdA	20	81	29	31	20	187	1179	170	62	64
STM3796B	Chromosome	3998456	3998545	+	90	ysdB	1	0	4	1	1	3	27	4	0	1
STM3796A	Chromosome	3998638	3999498	+	861	NA	2	11	12	9	6	10	24	20	12	10
STM3798	Chromosome	3999701	4000885	+	1185	emrD	7	24	77	36	16	96	137	171	112	14
STM3799	Chromosome	4000812	4001897	-	1086	NA	11	31	34	15	12	68	68	45	35	23
STM3800	Chromosome	4001961	4002884	-	924	dsdC	2	10	19	10	5	38	31	13	26	10
STM3801	Chromosome	4003110	4004447	+	1338	dsdX	13	14	13	16	7	36	48	28	27	8
STM3802	Chromosome	4004465	4005787	+	1323	dsdA	10	45	35	26	17	44	93	42	63	16
STM3803	Chromosome	4005869	4006399	-	531	yidF	15	94	70	48	37	81	200	51	141	28
STM3804	Chromosome	4006396	4006758	-	363	yidG	2	8	11	8	3	10	29	7	15	5
STM3805	Chromosome	4006748	4007095	-	348	yidH	7	12	29	8	6	43	38	24	24	16
STM3807	Chromosome	4007539	4009200	-	1662	yidE	109	518	468	294	222	675	1341	449	720	137
STM3808	Chromosome	4009390	4009818	-	429	ibpB	857	1207	1604	941	761	11685	3848	1906	1550	3397
STM3809	Chromosome	4009928	4010341	-	414	ibpA	557	803	1473	655	487	6324	2452	1105	1162	1372
STM3810	Chromosome	4010648	4010983	+	336	yidQ	15	27	37	24	13	61	105	38	60	11
STM3811	Chromosome	4010985	4012211	-	1227	yidR	9	63	71	33	22	62	133	57	97	15
STM3812	Chromosome	4012333	4013376	-	1044	ccmH	4	25	65	14	9	42	86	35	37	16
STM3813	Chromosome	4013373	4013930	-	558	ccmG	0	33	51	10	11	37	70	23	41	19
STM3814	Chromosome	4013927	4015858	-	1932	ccmF	22	154	208	44	36	137	347	94	168	49
STM3815	Chromosome	4015855	4016334	-	480	ccmE	3	27	31	12	16	15	75	24	40	12
STM3816	Chromosome	4016331	4016543	-	213	ccmD	0	0	0	0	0	1	1	0	0	0
STM3817	Chromosome	4016540	4017277	-	738	ccmC	6	44	88	30	17	72	165	39	67	17
STM3818	Chromosome	4017329	4017988	-	660	ccmB	7	29	46	14	5	36	80	22	53	12
STM3819	Chromosome	4017985	4018602	-	618	ccmA	8	40	56	20	10	57	122	34	39	6
STM3820	Chromosome	4018608	4020008	-	1401	NA	129	209	447	116	44	720	585	144	186	74
STM3821	Chromosome	4020198	4020830	-	633	torD	0	9	6	8	1	7	12	6	7	2
STM3822	Chromosome	4020823	4023375	-	2553	torA	2	20	27	18	7	37	62	34	71	14
STM3823	Chromosome	4023365	4024549	-	1185	torC	4	11	7	14	6	26	38	22	37	5
STM3824	Chromosome	4024679	4025371	+	693	torR	26	79	94	34	16	138	121	36	72	30
STM3825	Chromosome	4025344	4026384	-	1041	torT	13	59	49	42	20	95	140	67	107	33
STM3826	Chromosome	4026464	4029199	+	2736	torS	14	65	50	77	34	64	140	155	145	30
STM3827	Chromosome	4029225	4030562	-	1338	dgoT	2	11	30	222	78	14	40	392	680	8
STM3828	Chromosome	4030647	4031795	-	1149	dgoA	2	18	58	342	116	34	45	562	863	11
STM3829	Chromosome	4032393	4033271	-	879	dgoK	8	21	47	168	45	28	43	245	273	5
STM3830	Chromosome	4033268	4033957	-	690	dgoR	10	27	93	190	69	57	67	255	305	13
STM3831	Chromosome	4034218	4035063	-	846	yidA	32	147	199	155	114	202	237	145	189	84
STM3832	Chromosome	4035369	4036631	+	1263	NA	1	4	3	4	5	18	14	3	5	2
STM3833	Chromosome	4036645	4037838	+	1194	NA	2	10	15	4	2	37	46	9	8	12
STM3834	Chromosome	4037953	4038849	+	897	NA	49	170	218	104	60	307	422	149	254	80
STM3835	Chromosome	4038868	4041282	-	2415	gyrB	141	498	659	447	277	792	1575	847	1248	235
STM3836	Chromosome	4041311	4042384	-	1074	recF	10	47	102	41	31	90	138	103	129	39
STM3837	Chromosome	4042532	4043632	-	1101	dnaN	13	87	159	62	31	153	242	158	209	54
STM3838	Chromosome	4043637	4045037	-	1401	dnaA	37	166	237	126	105	229	416	282	263	75
STM3839	Chromosome	4045698	4045838	+	141	rpmH	79	144	325	201	89	370	566	406	478	97
STM3840	Chromosome	4045855	4046214	+	360	rnpA	5	22	44	40	23	30	43	117	70	17
STM3841	Chromosome	4046178	4046435	+	258	NA	3	15	33	8	7	9	17	44	27	7
STM3842	Chromosome	4046438	4048084	+	1647	yidC	18	163	407	153	91	345	348	367	486	83
STM3843	Chromosome	4048226	4049590	+	1365	trmE	16	41	65	25	22	87	121	54	81	34
STM3845	Chromosome	4051391	4052353	+	963	NA	12	30	22	16	20	30	46	78	44	7
STM3846	Chromosome	4052419	4053288	+	870	NA	7	6	24	4	9	28	15	32	12	0
STM3847	Chromosome	4054090	4055277	+	1188	yidY	68	77	39	39	15	66	818	85	308	50
STM3848	Chromosome	4055246	4056205	+	960	yidZ	16	80	53	39	18	129	311	73	132	62
STM3849	Chromosome	4056363	4057118	+	756	yieE	4	17	28	16	11	19	41	25	41	9
STM3850	Chromosome	4057118	4057702	+	585	yieF	23	76	63	26	27	110	136	47	106	36
STM3851	Chromosome	4057747	4059210	-	1464	yieG	17	65	94	43	36	121	146	93	111	40
STM3852	Chromosome	4059253	4059918	+	666	yieH	11	52	49	31	14	72	116	42	76	23
STM3853	Chromosome	4060013	4060738	-	726	phoU	5	33	44	30	9	64	87	45	69	18
STM3854	Chromosome	4060753	4061526	-	774	pstB	12	25	40	23	7	55	71	30	46	17
STM3855	Chromosome	4061613	4062503	-	891	pstA	9	16	15	23	12	35	47	16	27	14
STM3856	Chromosome	4062503	4063462	-	960	pstC	4	29	42	26	8	44	49	28	22	10
STM3857	Chromosome	4063598	4064638	-	1041	pstS	9	84	129	51	16	224	140	51	73	54
STM3858	Chromosome	4064805	4066178	-	1374	NA	4	41	39	27	17	50	93	42	85	21
STM3859	Chromosome	4066227	4067045	-	819	NA	1	3	2	9	2	5	8	6	10	2
STM3860	Chromosome	4067140	4068897	+	1758	NA	8	18	42	18	9	75	70	33	59	15
STM3861	Chromosome	4069048	4070877	-	1830	glmS	145	578	641	325	284	1470	3279	1044	1650	325
STM3862	Chromosome	4071066	4072436	-	1371	glmU	28	150	217	122	77	350	571	383	481	73
STM3863	Chromosome	4072756	4073454	-	699	NA	6	13	14	10	6	20	35	15	19	8
STM3864	Chromosome	4073684	4074103	-	420	atpC	41	259	925	286	99	676	474	419	910	164
STM3865	Chromosome	4074124	4075506	-	1383	atpD	108	659	1882	598	195	1194	936	1005	1882	261
STM3866	Chromosome	4075533	4076396	-	864	atpG	52	330	1239	293	147	630	477	539	982	142
STM3867	Chromosome	4076447	4077988	-	1542	atpA	95	837	2605	792	286	1547	1222	1390	2427	349
STM3868	Chromosome	4078001	4078534	-	534	atpH	25	177	613	175	60	364	356	363	580	89
STM3869	Chromosome	4078549	4079019	-	471	atpF	30	239	672	234	105	463	453	430	819	110
STM3870	Chromosome	4079079	4079318	-	240	atpE	42	135	361	97	47	313	233	223	401	85
STM3871	Chromosome	4079365	4080180	-	816	atpB	43	170	371	139	88	269	350	298	357	85
STM3872	Chromosome	4080189	4080569	-	381	atpI	28	56	103	62	40	122	136	121	151	46
STM3873	Chromosome	4081185	4081808	-	624	gidB	3	26	44	21	8	53	76	68	71	16
STM3874	Chromosome	4081911	4083800	-	1890	gidA	7	70	201	69	24	163	167	196	171	52
STM3875	Chromosome	4084179	4084622	-	444	mioC	13	63	69	69	24	51	102	160	138	20
STM3876	Chromosome	4084712	4085170	-	459	asnC	9	6	4	16	6	34	46	20	21	6
STM3877	Chromosome	4085321	4086313	+	993	asnA	27	173	360	72	79	357	172	129	180	178
STM3878	Chromosome	4086318	4087742	-	1425	yieM	5	29	42	37	18	40	81	46	51	24
STM3879	Chromosome	4087763	4089259	-	1497	yieN	25	94	117	64	59	198	217	114	171	68
STM3880	Chromosome	4089607	4091475	+	1869	kup	42	140	165	76	76	205	398	187	216	75
STM3881	Chromosome	4091672	4092091	+	420	rbsD	2	15	36	50	9	46	33	36	74	18
STM3882	Chromosome	4092099	4093604	+	1506	rbsA	4	30	70	74	18	51	49	107	92	30
STM3883	Chromosome	4093610	4094575	+	966	rbsC	10	31	61	57	5	74	55	55	98	18
STM3884	Chromosome	4094600	4095490	+	891	rbsB	134	647	775	384	246	960	1829	608	1189	292
STM3885	Chromosome	4095624	4096553	+	930	rbsK	42	204	304	169	94	246	471	272	492	56
STM3886	Chromosome	4096557	4097555	+	999	rbsR	19	89	115	79	36	90	184	123	259	29
STM3887	Chromosome	4097521	4098948	-	1428	yieO	12	24	38	29	11	53	80	37	47	21
STM3888	Chromosome	4098960	4099664	-	705	yieP	31	58	49	29	19	116	127	49	76	39
rrsC	Chromosome	4100145	4101688	+	1544	NA	2522	386	776	115	128	802	267	249	218	403
gltU	Chromosome	4101772	4101844	+	73	NA	22	60	102	104	78	123	175	152	253	39
rrlC	Chromosome	4102041	4105034	+	2994	NA	5521	1338	4323	317	389	4105	795	725	254	3484
9S	Chromosome	4105041	4105139	+	99	NA	0	0	0	0	0	0	0	0	0	0
rrfC	Chromosome	4105124	4105243	+	120	NA	20	5	5	1	4	6	2	5	2	0
aspT	Chromosome	4105296	4105375	+	80	NA	1	1	2	0	1	0	2	2	2	0
trpT	Chromosome	4105381	4105453	+	73	NA	0	2	0	0	1	3	2	0	2	0
STM3897	Chromosome	4105558	4106406	-	849	yifA	39	140	104	70	62	147	253	92	143	51
STM3898	Chromosome	4106513	4106851	+	339	yifE	34	59	115	89	38	222	309	168	305	33
STM3899	Chromosome	4106876	4108396	-	1521	yifB	7	12	11	11	6	16	24	16	20	4
STM3900	Chromosome	4108748	4108846	+	99	ilvL	69	222	99	86	98	429	453	68	268	102
STM3901	Chromosome	4108986	4110632	+	1647	ilvG	24	81	150	96	64	170	274	78	106	47
STM3902	Chromosome	4110632	4110892	+	261	ilvM	2	4	9	5	1	15	15	3	9	4
STM3903	Chromosome	4110910	4111839	+	930	ilvE	26	87	114	48	24	139	177	87	113	63
STM3904	Chromosome	4112000	4113850	+	1851	ilvD	14	94	130	94	32	145	238	109	184	45
STM3905	Chromosome	4113853	4115397	+	1545	ilvA	18	94	145	82	48	158	245	97	204	37
STM3906	Chromosome	4115681	4115998	+	318	NA	29	39	18	23	21	189	80	27	32	51
STM3907	Chromosome	4115995	4116336	+	342	NA	20	19	20	23	10	110	89	36	33	33
STM3908	Chromosome	4116339	4117226	-	888	ilvY	3	22	18	16	7	47	86	30	29	12
STM3909	Chromosome	4117390	4118865	+	1476	ilvC	11	123	169	133	29	184	197	97	116	63
STM3910	Chromosome	4118957	4119238	-	282	ppiC	15	14	33	20	11	44	55	33	54	14
STM3911	Chromosome	4119527	4119676	+	150	NA	2	4	6	5	2	20	23	3	20	1
STM3912	Chromosome	4119776	4121800	+	2025	rep	6	49	58	31	17	61	71	68	62	19
STM3913	Chromosome	4121840	4123321	-	1482	gppA	20	134	180	104	82	165	305	209	386	63
STM3914	Chromosome	4123440	4124705	-	1266	rhlB	64	242	285	217	156	281	652	479	680	132
STM3915	Chromosome	4124849	4125178	+	330	trxA	210	341	417	260	160	655	1024	528	572	217
STM3917	Chromosome	4125597	4126856	+	1260	rho	297	854	984	601	490	1145	2279	1513	1784	493
STM3918	Chromosome	4127086	4128189	+	1104	rfe	64	152	109	77	53	310	319	175	158	73
STM3919	Chromosome	4128201	4129247	+	1047	wzzE	27	69	100	84	27	208	241	129	138	64
STM3920	Chromosome	4129303	4130433	+	1131	wecB	9	71	86	53	32	91	145	102	143	48
STM3921	Chromosome	4130430	4131692	+	1263	wecC	7	45	87	29	21	92	102	78	116	29
STM3922	Chromosome	4131692	4132759	+	1068	rffG	3	37	68	35	18	55	66	50	97	20
STM3923	Chromosome	4132792	4133016	+	225	rffH	7	19	15	8	6	27	39	17	24	5
STM3924	Chromosome	4133123	4133671	+	549	wecD	5	29	43	26	12	37	60	35	58	11
STM3925	Chromosome	4133676	4134806	+	1131	wecE	13	55	88	54	28	81	136	58	104	25
STM3926	Chromosome	4134808	4136058	+	1251	wzxE	7	24	56	29	20	33	65	45	61	14
STM3927	Chromosome	4136055	4137134	+	1080	NA	5	19	32	18	9	31	34	25	50	6
STM3928	Chromosome	4137131	4138489	+	1359	wecF	16	58	68	48	29	119	157	65	75	32
STM3929	Chromosome	4138486	4139226	+	741	wecG	5	20	26	15	12	37	51	29	46	10
STM3930	Chromosome	4139433	4140818	+	1386	yifK	22	73	56	49	17	128	193	60	76	46
argX	Chromosome	4140921	4140994	+	74	NA	9	31	31	48	26	25	46	81	105	17
hisR	Chromosome	4141052	4141124	+	73	NA	7	15	50	44	24	68	85	76	64	13
leuT	Chromosome	4141148	4141231	+	84	NA	6	19	8	31	8	44	69	42	104	5
proM	Chromosome	4141277	4141350	+	74	NA	3	2	1	6	1	3	2	6	4	1
STM3935	Chromosome	4141935	4143134	-	1200	hemY	18	125	136	89	71	193	296	154	213	46
STM3936	Chromosome	4143134	4144303	-	1170	hemX	37	150	211	86	77	220	400	202	313	64
STM3937	Chromosome	4144325	4145065	-	741	hemD	19	94	102	75	57	142	245	95	144	38
STM3938	Chromosome	4145062	4146018	-	957	hemC	94	284	326	224	138	607	879	299	472	166
STM3939	Chromosome	4146380	4148926	+	2547	cyaA	86	401	375	293	220	491	701	497	582	225
STM3940	Chromosome	4149034	4149387	+	354	NA	0	4	4	2	0	7	5	3	3	2
STM3941	Chromosome	4149573	4150115	+	543	NA	0	3	1	0	1	5	1	1	1	0
STM3942	Chromosome	4150127	4150489	+	363	NA	2	10	6	6	2	23	29	9	15	3
STM3943	Chromosome	4150560	4150880	-	321	cyaY	23	33	46	27	22	83	95	35	66	19
STM3944	Chromosome	4150950	4151339	-	390	NA	3	9	10	5	2	23	24	8	5	8
STM3946	Chromosome	4152035	4152238	+	204	yifL	18	32	31	15	18	81	82	37	53	27
STM3947	Chromosome	4152272	4153099	+	828	dapF	34	147	141	93	68	240	305	154	208	71
STM3948	Chromosome	4153096	4153803	+	708	yigA	10	74	90	63	27	99	144	95	143	28
STM3949	Chromosome	4153800	4154702	+	903	xerC	10	58	67	36	31	67	106	108	117	19
STM3950	Chromosome	4154702	4155418	+	717	yigB	6	27	38	19	8	35	49	41	61	15
STM3951	Chromosome	4155554	4157716	+	2163	uvrD	36	138	191	151	75	200	348	220	313	56
STM3952	Chromosome	4158188	4159138	+	951	corA	20	89	75	82	40	202	342	152	139	48
STM3953	Chromosome	4159187	4159567	-	381	yigF	1	4	0	2	0	12	4	7	0	3
STM3954	Chromosome	4159583	4160041	-	459	yigG	1	0	2	3	1	2	1	5	3	0
STM3955	Chromosome	4160076	4160960	-	885	rarD	8	15	35	18	14	42	62	37	42	7
STM3956	Chromosome	4161004	4161489	-	486	yigI	2	6	8	3	1	15	7	4	1	4
STM3957	Chromosome	4161636	4162505	+	870	pldA	32	100	103	70	56	173	229	134	147	51
STM3958	Chromosome	4162571	4164418	+	1848	recQ	27	126	144	79	68	299	306	187	181	103
STM3959	Chromosome	4164482	4165102	+	621	rhtC	12	30	38	19	18	36	66	37	48	13
STM3960	Chromosome	4165142	4165762	-	621	rthB	10	18	11	19	12	20	56	27	35	0
STM3961	Chromosome	4165873	4166889	+	1017	pldB	17	87	121	89	60	153	279	152	237	47
STM3962	Chromosome	4166905	4167705	+	801	yigL	2	35	58	28	22	73	84	73	117	13
STM3963	Chromosome	4167786	4168685	+	900	yigM	3	7	13	11	8	9	20	9	15	4
STM3964	Chromosome	4168573	4169526	-	954	metR	6	17	43	10	3	46	23	10	6	25
STM3965	Chromosome	4169775	4172039	+	2265	metE	8	65	59	26	16	142	136	45	51	36
STM3966	Chromosome	4172383	4173726	+	1344	NA	4	24	18	17	14	29	70	28	30	20
STM3967	Chromosome	4173806	4174618	-	813	dlhH	28	98	65	31	30	112	196	41	69	59
STM3968	Chromosome	4174877	4175638	+	762	udp	520	1580	1418	590	414	1164	5512	919	1305	659
STM3969	Chromosome	4175778	4177208	+	1431	yigN	13	63	59	53	27	108	170	90	130	23
STM3970	Chromosome	4177304	4178059	+	756	ubiE	39	120	116	85	58	168	326	175	280	67
STM3971	Chromosome	4178069	4178674	+	606	yigP	13	69	94	60	31	84	156	104	156	29
STM3972	Chromosome	4178671	4180311	+	1641	aarF	29	137	213	92	58	199	358	215	329	66
STM3973	Chromosome	4180517	4180771	+	255	tatA	50	109	192	105	67	309	420	228	265	67
STM3974	Chromosome	4180775	4181323	+	549	tatB	14	105	170	109	54	175	348	217	278	50
STM3975	Chromosome	4181326	4182105	+	780	tatC	34	106	142	81	51	170	298	195	185	53
STM3976	Chromosome	4182147	4182929	+	783	yigW	3	16	28	17	8	21	55	41	52	7
STM3977	Chromosome	4182937	4183425	-	489	rfaH	6	28	54	29	20	84	104	67	47	18
STM3978	Chromosome	4183611	4185089	+	1479	yigC	56	178	228	153	90	306	542	292	330	112
STM3979	Chromosome	4185175	4185876	+	702	ubiB	23	87	68	43	35	124	181	108	136	43
STM3980	Chromosome	4186130	4186843	+	714	NA	1	3	1	2	1	10	14	7	7	0
STM3981	Chromosome	4186895	4187953	+	1059	NA	2	21	17	13	4	28	45	27	27	11
STM3982	Chromosome	4188150	4189313	-	1164	fadA	11	76	139	19	9	150	102	28	45	62
STM3983	Chromosome	4189323	4191512	-	2190	fadB	12	150	319	42	15	360	235	65	64	183
STM3984	Chromosome	4191702	4193033	+	1332	pepQ	36	117	176	96	57	184	292	151	264	48
STM3985	Chromosome	4193033	4193647	+	615	yigZ	8	39	57	26	21	53	93	44	80	26
STM3986	Chromosome	4193686	4195137	+	1452	trkH	11	64	70	39	31	102	131	85	127	28
STM3987	Chromosome	4195149	4195694	+	546	hemG	7	20	45	13	16	60	80	33	50	22
rrsA	Chromosome	4196072	4197613	+	1542	NA	2537	440	820	95	136	766	260	196	170	411
ileT	Chromosome	4197683	4197756	+	74	NA	8	70	197	92	87	163	195	257	303	64
alaT	Chromosome	4197871	4197943	+	73	NA	16	43	80	65	58	118	129	174	164	28
rrlA	Chromosome	4198129	4201123	+	2995	NA	7867	1811	4887	420	608	5079	1070	1039	392	3790
rrfA	Chromosome	4201315	4201436	+	122	NA	16	11	9	2	2	6	10	1	5	2
STM3993	Chromosome	4201697	4202212	-	516	mobB	4	23	24	13	8	28	46	21	33	12
STM3994	Chromosome	4202209	4202793	-	585	mobA	10	31	34	26	15	47	81	32	25	12
STM3995	Chromosome	4202863	4203132	+	270	yihD	58	133	120	70	59	256	353	120	193	80
STM3996	Chromosome	4203209	4204195	+	987	yihE	76	166	147	143	82	233	442	239	288	69
STM3997	Chromosome	4204212	4204835	+	624	dsbA	57	143	208	143	89	391	419	220	330	77
STM3998	Chromosome	4204848	4205756	-	909	yihG	9	18	22	21	16	43	69	42	43	10
STM3999	Chromosome	4206144	4208930	+	2787	polA	55	269	301	120	93	426	475	234	443	108
STM4000	Chromosome	4209097	4209144	+	48	spf	8	13	17	18	11	41	40	26	22	10
STM4001	Chromosome	4209265	4209897	-	633	yihA	29	140	159	98	62	188	344	163	203	55
STM4002	Chromosome	4210137	4210361	+	225	NA	890	3836	3113	2627	1798	9533	12736	4372	5375	3152
STM4003	Chromosome	4210480	4210995	+	516	yihI	31	74	77	42	27	221	202	80	107	70
STM4004	Chromosome	4211184	4212557	+	1374	hemN	40	153	196	95	60	267	373	203	280	81
STM4005	Chromosome	4212870	4214279	-	1410	glnG	12	51	62	33	21	86	126	37	59	24
STM4006	Chromosome	4214288	4215337	-	1050	glnL	14	43	45	25	10	90	91	36	62	22
STM4007	Chromosome	4215612	4217021	-	1410	glnA	81	352	191	235	198	212	249	133	177	124
STM4008	Chromosome	4217000	4217428	-	429	NA	2	13	47	20	6	18	14	30	43	10
STM4009	Chromosome	4217397	4219220	+	1824	typA	53	351	829	370	165	565	597	563	684	209
STM4010	Chromosome	4219275	4220009	-	735	NA	4	9	7	4	3	38	45	17	8	10
STM4011	Chromosome	4219994	4220872	-	879	NA	0	3	2	2	0	14	13	4	2	6
STM4012	Chromosome	4220869	4222110	-	1242	NA	1	6	0	1	0	4	5	2	4	2
STM4013	Chromosome	4222112	4222987	-	876	NA	11	34	6	4	6	83	62	21	13	21
STM4014	Chromosome	4222980	4224005	-	1026	NA	1	6	6	2	3	22	9	12	13	6
STM4015	Chromosome	4224018	4224866	-	849	NA	4	10	10	2	1	19	12	5	14	4
STM4016	Chromosome	4225023	4225715	-	693	yshA	0	2	1	0	0	10	2	1	1	2
STM4017	Chromosome	4225783	4227204	-	1422	yihO	1	7	8	8	3	11	30	10	13	4
STM4018	Chromosome	4227250	4228632	-	1383	yihP	23	34	25	19	13	89	93	22	33	34
STM4019	Chromosome	4228678	4230714	-	2037	yihQ	1	17	28	13	10	30	52	22	49	9
STM4020	Chromosome	4230758	4231615	-	858	yihR	5	22	15	9	6	45	48	25	26	8
STM4021	Chromosome	4231619	4232860	-	1242	yihS	1	5	11	4	3	8	12	8	29	3
STM4022	Chromosome	4232876	4233754	-	879	yihT	0	1	2	5	0	5	11	3	17	0
STM4023	Chromosome	4233777	4234673	-	897	yihU	2	1	7	4	2	11	3	1	9	2
STM4024	Chromosome	4234838	4235734	+	897	yihV	2	12	20	14	5	26	44	18	31	7
STM4025	Chromosome	4235768	4236571	+	804	yihW	44	144	139	67	55	358	321	106	211	87
STM4026	Chromosome	4236762	4237361	+	600	yihX	15	56	55	30	26	104	123	61	106	31
STM4027	Chromosome	4237355	4238227	+	873	rbn	12	47	52	25	22	76	100	57	63	25
STM4028	Chromosome	4238224	4238661	+	438	yihZ	6	21	10	7	10	50	45	23	45	18
STM4029	Chromosome	4238658	4239647	+	990	yiiD	9	45	43	33	19	121	118	65	92	36
STM4030	Chromosome	4239662	4240108	-	447	NA	19	25	31	21	15	90	114	56	61	17
STM4031	Chromosome	4240105	4240416	-	312	NA	12	14	18	15	9	128	122	40	37	23
STM4032	Chromosome	4240502	4241431	-	930	NA	5	18	20	15	8	45	60	29	47	6
STM4033	Chromosome	4241997	4242251	+	255	NA	7	20	10	11	10	39	43	13	31	11
STM4034	Chromosome	4242298	4243227	-	930	fdhE	23	83	155	56	28	135	222	125	176	54
STM4035	Chromosome	4243224	4243859	-	636	fdoI	31	82	180	34	33	167	388	96	108	63
STM4036	Chromosome	4243856	4244758	-	903	fdoH	46	228	534	87	93	477	905	254	327	176
STM4037	Chromosome	4244771	4247821	-	3051	fdoG	223	1095	1973	409	352	2163	3768	1010	1512	821
STM4038	Chromosome	4248016	4248852	+	837	fdhD	18	71	94	59	43	94	201	111	121	24
STM4039	Chromosome	4249120	4250151	-	1032	NA	8	11	11	10	9	33	31	26	12	10
STM4040	Chromosome	4250376	4251434	+	1059	yiiG	0	2	1	0	1	0	0	2	3	0
STM4041	Chromosome	4251789	4252112	-	324	NA	0	1	6	0	0	4	2	4	5	1
STM4042	Chromosome	4252112	4252771	-	660	NA	1	11	16	9	6	17	20	8	12	9
STM4042A	Chromosome	4252854	4253420	+	567	NA	3	44	45	31	32	64	87	39	57	21
STM4043	Chromosome	4253509	4253823	-	315	yiiL	9	80	76	62	47	62	178	69	107	18
STM4044	Chromosome	4253820	4254968	-	1149	NA	80	334	401	269	233	365	870	269	425	82
STM4045	Chromosome	4255095	4255922	-	828	rhaD	18	79	162	117	95	114	230	67	84	23
STM4046	Chromosome	4256065	4257324	-	1260	rhaA	7	9	119	128	80	8	31	11	39	1
STM4047	Chromosome	4257321	4258790	-	1470	rhaB	8	7	74	67	45	15	47	16	67	2
