# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "reference_genomes/bth/bth_genome.gtf" "-o" "feature_counts/bth_1110.txt" "sam/sam_11_09/275-1_bth.sorted.bam" "sam/sam_11_09/275-2_bth.sorted.bam" "sam/sam_11_09/275-3_bth.sorted.bam" "sam/sam_11_09/275-4_bth.sorted.bam" "sam/sam_11_09/275-5_bth.sorted.bam" "sam/sam_11_09/278-1_bth.sorted.bam" "sam/sam_11_09/278-2_bth.sorted.bam" "sam/sam_11_09/278-3_bth.sorted.bam" "sam/sam_11_09/278-4_bth.sorted.bam" "sam/sam_11_09/278-5_bth.sorted.bam" "-t" "transcript" "--extraAttributes" "gene_name" 
Geneid	Chr	Start	End	Strand	Length	gene_name	275-1_bth.sorted.bam	275-2_bth.sorted.bam	275-3_bth.sorted.bam	275-4_bth.sorted.bam	275-5_bth.sorted.bam	278-1_bth.sorted.bam	278-2_bth.sorted.bam	278-3_bth.sorted.bam	278-4_bth.sorted.bam	278-5_bth.sorted.bam
gene-FE838_RS18180	NZ_CP040530.1	4726694	4726906	-	213	NA	4	1	4	3	5	1	3	0	2	1
gene-FE838_RS18185	NZ_CP040530.1	4727418	4727579	-	162	NA	21	5	6	6	10	14	7	0	6	16
gene-FE838_RS18190	NZ_CP040530.1	4727586	4727837	-	252	NA	6	3	3	0	2	2	2	0	5	1
gene-FE838_RS18195	NZ_CP040530.1	4727849	4727995	-	147	NA	0	0	2	0	1	0	1	0	0	2
gene-FE838_RS18200	NZ_CP040530.1	4728032	4728496	-	465	NA	9	3	4	4	7	4	6	0	2	4
gene-FE838_RS18205	NZ_CP040530.1	4728521	4728676	-	156	NA	3	4	1	7	2	1	1	0	3	3
gene-FE838_RS18210	NZ_CP040530.1	4728713	4728931	-	219	NA	2	2	0	2	3	0	1	0	0	1
gene-FE838_RS18215	NZ_CP040530.1	4728933	4729124	-	192	NA	11	4	3	11	12	2	1	1	3	3
gene-FE838_RS18220	NZ_CP040530.1	4729393	4730181	-	789	NA	38	20	16	33	40	20	9	4	11	18
gene-FE838_RS18225	NZ_CP040530.1	4730413	4731492	-	1080	NA	105	53	38	78	109	11	21	10	26	15
gene-FE838_RS18230	NZ_CP040530.1	4731512	4731841	-	330	NA	14	4	8	10	22	3	3	2	5	3
gene-FE838_RS18235	NZ_CP040530.1	4731866	4732339	-	474	NA	22	21	11	36	43	10	15	1	14	15
gene-FE838_RS18240	NZ_CP040530.1	4733331	4734077	+	747	NA	55	12	16	28	40	13	24	5	20	30
gene-FE838_RS18245	NZ_CP040530.1	4734133	4734720	-	588	NA	41	6	8	54	119	13	19	6	20	24
gene-FE838_RS18250	NZ_CP040530.1	4735066	4736082	-	1017	NA	8	0	0	0	2	0	1	0	0	0
gene-FE838_RS18255	NZ_CP040530.1	4736797	4738590	-	1794	NA	14	2	1	4	3	1	0	0	4	1
gene-FE838_RS18260	NZ_CP040530.1	4738666	4739145	-	480	NA	17	4	2	6	7	2	1	0	2	3
gene-FE838_RS18265	NZ_CP040530.1	4739319	4740143	-	825	NA	33	13	12	31	30	9	11	4	19	15
gene-FE838_RS18270	NZ_CP040530.1	4740221	4741441	-	1221	NA	39	5	3	15	13	18	16	6	20	27
gene-FE838_RS18275	NZ_CP040530.1	4741559	4741631	-	73	NA	568	78	45	403	494	35	19	12	58	68
gene-FE838_RS18280	NZ_CP040530.1	4742373	4743785	+	1413	NA	342	60	59	147	62	114	109	13	37	55
gene-FE838_RS18285	NZ_CP040530.1	4743792	4744781	+	990	NA	142	41	28	74	37	41	51	6	21	28
gene-FE838_RS18290	NZ_CP040530.1	4744786	4745970	+	1185	NA	181	33	29	68	30	48	54	2	23	27
gene-FE838_RS18295	NZ_CP040530.1	4745954	4747123	+	1170	NA	110	17	15	36	23	28	36	2	12	18
gene-FE838_RS18300	NZ_CP040530.1	4747316	4751305	+	3990	NA	1796	380	347	690	914	73	169	11	157	209
gene-FE838_RS18305	NZ_CP040530.1	4751365	4751874	-	510	NA	199	39	37	78	147	10	10	1	11	12
gene-FE838_RS18310	NZ_CP040530.1	4751887	4753785	-	1899	NA	559	75	71	197	131	8	7	5	53	23
gene-FE838_RS18315	NZ_CP040530.1	4753802	4754236	-	435	NA	153	31	36	68	47	0	7	3	10	9
gene-FE838_RS18320	NZ_CP040530.1	4754236	4755639	-	1404	NA	596	92	101	291	205	12	12	9	63	25
gene-FE838_RS18325	NZ_CP040530.1	4755659	4757167	-	1509	NA	670	183	142	446	447	13	38	3	69	79
gene-FE838_RS18330	NZ_CP040530.1	4757664	4760102	-	2439	NA	43	5	5	18	14	5	9	1	26	22
gene-FE838_RS18335	NZ_CP040530.1	4760227	4761201	-	975	NA	58	18	15	36	24	5	19	4	35	21
gene-FE838_RS18340	NZ_CP040530.1	4761265	4761816	-	552	NA	31	8	11	18	25	8	10	2	50	28
gene-FE838_RS18345	NZ_CP040530.1	4761911	4762132	-	222	NA	0	0	0	0	1	0	1	0	0	0
gene-FE838_RS18350	NZ_CP040530.1	4762176	4765310	-	3135	NA	67	7	4	17	17	5	9	1	13	5
gene-FE838_RS18355	NZ_CP040530.1	4765452	4766540	-	1089	NA	298	55	71	115	138	31	70	8	77	105
gene-FE838_RS18360	NZ_CP040530.1	4766841	4767461	+	621	NA	1693	269	211	407	229	60	90	19	162	192
gene-FE838_RS18365	NZ_CP040530.1	4767534	4768331	-	798	NA	385	72	53	119	123	38	47	2	60	82
gene-FE838_RS18370	NZ_CP040530.1	4768478	4769287	+	810	NA	94	15	10	25	27	4	16	6	30	25
gene-FE838_RS18375	NZ_CP040530.1	4769401	4770129	-	729	NA	217	19	9	21	13	8	12	12	54	23
gene-FE838_RS18380	NZ_CP040530.1	4770143	4770637	-	495	NA	59	2	2	3	1	0	4	4	15	9
gene-FE838_RS18385	NZ_CP040530.1	4770639	4771406	-	768	NA	75	3	2	3	6	9	10	8	40	9
gene-FE838_RS18390	NZ_CP040530.1	4771512	4772765	+	1254	NA	142	17	21	53	44	15	21	3	36	32
gene-FE838_RS18395	NZ_CP040530.1	4772872	4773123	-	252	NA	57	27	11	48	45	10	12	1	26	22
gene-FE838_RS18400	NZ_CP040530.1	4773206	4773757	-	552	NA	64	15	12	14	37	9	14	4	22	23
gene-FE838_RS18405	NZ_CP040530.1	4773934	4777029	-	3096	NA	315	146	117	249	155	26	82	15	116	104
gene-FE838_RS18410	NZ_CP040530.1	4777097	4778779	-	1683	NA	199	132	103	174	138	30	52	6	93	80
gene-FE838_RS18415	NZ_CP040530.1	4778843	4783222	-	4380	NA	1017	368	215	518	547	88	242	30	286	363
gene-FE838_RS18420	NZ_CP040530.1	4783519	4783770	-	252	NA	14	10	12	139	239	9	5	2	7	10
gene-FE838_RS18425	NZ_CP040530.1	4784000	4786648	-	2649	NA	211	142	84	211	81	12	16	5	56	55
gene-FE838_RS18430	NZ_CP040530.1	4786677	4789088	-	2412	NA	98	56	29	61	37	2	10	4	31	20
gene-FE838_RS18435	NZ_CP040530.1	4789098	4790531	-	1434	NA	62	50	26	59	62	9	5	1	27	17
gene-FE838_RS18440	NZ_CP040530.1	4790534	4793851	-	3318	NA	137	111	94	217	159	15	36	13	94	83
gene-FE838_RS18445	NZ_CP040530.1	4793975	4795489	-	1515	NA	310	206	171	193	501	35	62	6	172	243
gene-FE838_RS18450	NZ_CP040530.1	4795653	4798304	-	2652	mgtA	21	2	0	0	2	1	1	1	0	3
gene-FE838_RS18455	NZ_CP040530.1	4798425	4799792	-	1368	NA	116	49	20	94	100	18	26	1	31	42
gene-FE838_RS18460	NZ_CP040530.1	4799789	4800475	-	687	NA	89	20	10	40	39	14	15	3	17	29
gene-FE838_RS18465	NZ_CP040530.1	4800598	4801014	+	417	NA	53	14	7	13	20	11	11	3	13	21
gene-FE838_RS18470	NZ_CP040530.1	4801036	4803888	-	2853	NA	169	127	79	167	94	15	17	7	74	41
gene-FE838_RS18475	NZ_CP040530.1	4803940	4807218	-	3279	NA	60	45	36	58	29	12	2	3	35	24
gene-FE838_RS18480	NZ_CP040530.1	4807574	4809073	+	1500	NA	4	2	0	0	0	0	0	0	2	2
gene-FE838_RS18485	NZ_CP040530.1	4809070	4809915	-	846	NA	12	2	5	8	9	2	4	5	14	14
gene-FE838_RS18490	NZ_CP040530.1	4810129	4814367	-	4239	NA	148	99	83	139	80	10	26	8	76	52
gene-FE838_RS18495	NZ_CP040530.1	4814498	4817197	-	2700	NA	95	103	60	131	74	17	20	9	84	49
gene-FE838_RS18500	NZ_CP040530.1	4817417	4819849	+	2433	NA	526	59	48	110	163	50	118	23	155	143
gene-FE838_RS18505	NZ_CP040530.1	4819889	4820434	+	546	NA	60	4	6	15	21	15	18	1	27	13
gene-FE838_RS18510	NZ_CP040530.1	4820917	4823325	-	2409	NA	19	5	3	9	4	4	2	1	7	4
gene-FE838_RS18515	NZ_CP040530.1	4823531	4825735	-	2205	NA	150	78	60	125	66	8	12	6	37	18
gene-FE838_RS18520	NZ_CP040530.1	4825741	4827600	-	1860	NA	78	67	31	129	52	4	6	2	29	21
gene-FE838_RS18525	NZ_CP040530.1	4827620	4829716	-	2097	NA	133	128	68	149	96	20	26	9	72	55
gene-FE838_RS18530	NZ_CP040530.1	4829852	4830586	-	735	NA	56	15	20	17	20	6	10	5	14	16
gene-FE838_RS18535	NZ_CP040530.1	4831126	4831315	-	190	NA	32	17	15	14	23	17	18	0	5	13
gene-FE838_RS18540	NZ_CP040530.1	4831323	4832051	-	729	NA	167	75	99	122	147	119	106	1	29	109
gene-FE838_RS18545	NZ_CP040530.1	4832285	4833076	-	792	NA	541	186	180	331	297	124	162	14	157	207
gene-FE838_RS18550	NZ_CP040530.1	4833143	4833931	-	789	NA	190	59	106	196	90	66	89	7	58	78
gene-FE838_RS18555	NZ_CP040530.1	4833937	4834935	-	999	NA	97	43	51	145	109	46	55	5	34	61
gene-FE838_RS18560	NZ_CP040530.1	4835164	4837632	+	2469	NA	161	107	67	283	170	18	16	3	69	51
gene-FE838_RS18565	NZ_CP040530.1	4837646	4838848	+	1203	NA	59	68	51	72	53	12	10	4	33	26
gene-FE838_RS18570	NZ_CP040530.1	4838885	4840336	+	1452	NA	112	101	67	140	91	10	15	2	54	29
gene-FE838_RS18575	NZ_CP040530.1	4840329	4844201	+	3873	NA	324	286	138	316	200	16	21	19	102	66
gene-FE838_RS18580	NZ_CP040530.1	4844280	4845794	-	1515	NA	12	3	4	8	8	2	2	0	3	7
gene-FE838_RS18585	NZ_CP040530.1	4846352	4847239	+	888	NA	262	60	42	105	73	32	55	5	75	74
gene-FE838_RS18590	NZ_CP040530.1	4847227	4848009	-	783	NA	151	62	42	84	62	36	57	0	34	54
gene-FE838_RS18595	NZ_CP040530.1	4848180	4850141	-	1962	NA	141	71	49	119	70	15	22	5	40	37
gene-FE838_RS18600	NZ_CP040530.1	4850179	4851516	-	1338	NA	125	46	21	71	36	8	15	4	28	23
gene-FE838_RS18605	NZ_CP040530.1	4851553	4854414	-	2862	NA	151	69	62	110	93	15	23	5	44	22
gene-FE838_RS18610	NZ_CP040530.1	4854447	4857776	-	3330	NA	160	119	111	181	123	12	31	4	88	51
gene-FE838_RS18615	NZ_CP040530.1	4857828	4858757	-	930	NA	21	18	19	35	22	9	3	4	12	15
gene-FE838_RS18620	NZ_CP040530.1	4859001	4859669	-	669	NA	73	55	62	97	55	13	8	3	33	29
gene-FE838_RS18625	NZ_CP040530.1	4859743	4861482	-	1740	NA	182	154	153	290	179	20	28	10	121	81
gene-FE838_RS18630	NZ_CP040530.1	4861709	4863976	-	2268	NA	20	24	22	52	10	1	7	5	27	26
gene-FE838_RS18635	NZ_CP040530.1	4863993	4867301	-	3309	NA	28	41	31	56	21	8	8	11	45	35
gene-FE838_RS18640	NZ_CP040530.1	4867334	4868779	-	1446	NA	4	20	8	21	0	7	3	2	17	18
gene-FE838_RS18645	NZ_CP040530.1	4869428	4871641	-	2214	NA	400	544	413	893	550	31	45	16	83	105
gene-FE838_RS18650	NZ_CP040530.1	4871656	4874964	-	3309	NA	426	775	618	1170	834	80	71	18	149	138
gene-FE838_RS18655	NZ_CP040530.1	4874994	4876469	-	1476	NA	159	299	273	429	409	47	62	12	89	88
gene-FE838_RS18660	NZ_CP040530.1	4876997	4877890	-	894	NA	17	6	8	20	10	1	5	0	3	2
gene-FE838_RS18665	NZ_CP040530.1	4878190	4880460	-	2271	NA	4200	897	753	1615	1213	337	1450	180	942	1282
gene-FE838_RS18670	NZ_CP040530.1	4880468	4881436	-	969	NA	1471	454	401	587	456	182	733	104	453	596
gene-FE838_RS18675	NZ_CP040530.1	4881489	4882820	-	1332	NA	452	44	61	105	76	74	230	29	133	202
gene-FE838_RS18680	NZ_CP040530.1	4882919	4885123	-	2205	NA	217	83	84	107	87	106	420	30	194	355
gene-FE838_RS18685	NZ_CP040530.1	4885290	4886639	-	1350	NA	994	488	437	618	443	51	153	41	100	140
gene-FE838_RS18690	NZ_CP040530.1	4886656	4887870	-	1215	NA	602	324	322	427	311	47	111	31	51	86
gene-FE838_RS18695	NZ_CP040530.1	4887887	4888909	-	1023	NA	543	332	272	374	216	38	83	30	52	91
gene-FE838_RS18700	NZ_CP040530.1	4888936	4890519	-	1584	NA	658	570	457	593	468	69	173	41	97	135
gene-FE838_RS18705	NZ_CP040530.1	4890528	4893845	-	3318	NA	1169	1283	1015	1477	1231	644	2079	200	619	1268
gene-FE838_RS18710	NZ_CP040530.1	4894214	4895455	+	1242	NA	13	3	3	9	10	3	3	0	7	4
gene-FE838_RS18715	NZ_CP040530.1	4896256	4898994	+	2739	NA	574	372	216	362	405	1373	5833	584	1580	3461
gene-FE838_RS18720	NZ_CP040530.1	4899015	4900655	+	1641	NA	395	227	158	155	210	586	2318	248	636	1352
gene-FE838_RS18725	NZ_CP040530.1	4900687	4901781	+	1095	NA	408	193	136	171	154	464	1656	200	515	1101
gene-FE838_RS18730	NZ_CP040530.1	4901800	4902981	+	1182	NA	494	174	95	178	156	588	1831	192	518	1058
gene-FE838_RS18735	NZ_CP040530.1	4903246	4905993	+	2748	NA	122	699	714	806	650	38	80	11	38	94
gene-FE838_RS18740	NZ_CP040530.1	4906012	4907556	+	1545	NA	57	413	380	431	359	17	31	7	23	37
gene-FE838_RS18745	NZ_CP040530.1	4907581	4908708	+	1128	NA	49	289	308	316	238	14	29	11	17	43
gene-FE838_RS18750	NZ_CP040530.1	4908715	4909896	+	1182	NA	83	246	314	291	239	15	24	4	12	44
gene-FE838_RS18755	NZ_CP040530.1	4909961	4910830	+	870	NA	74	279	264	283	269	12	33	4	18	32
gene-FE838_RS18760	NZ_CP040530.1	4910961	4913282	+	2322	NA	131	46	27	66	87	17	26	5	38	36
gene-FE838_RS18765	NZ_CP040530.1	4913342	4914334	-	993	NA	1172	123	105	252	185	132	416	66	256	505
gene-FE838_RS18770	NZ_CP040530.1	4914498	4915106	+	609	NA	99	17	14	35	59	18	33	3	44	52
gene-FE838_RS18775	NZ_CP040530.1	4915126	4918299	+	3174	NA	674	188	80	258	271	50	159	24	276	188
gene-FE838_RS18780	NZ_CP040530.1	4918299	4918925	+	627	NA	33	7	4	10	8	3	10	2	16	13
gene-FE838_RS18785	NZ_CP040530.1	4918922	4919731	+	810	NA	81	21	24	29	29	6	28	4	32	47
gene-FE838_RS18790	NZ_CP040530.1	4919767	4922631	+	2865	NA	321	87	47	95	115	27	97	15	114	121
gene-FE838_RS18795	NZ_CP040530.1	4922756	4923889	-	1134	NA	749	198	126	261	309	68	134	43	213	174
gene-FE838_RS18800	NZ_CP040530.1	4923913	4924842	-	930	NA	779	186	101	257	334	74	164	58	303	287
gene-FE838_RS18805	NZ_CP040530.1	4925047	4926006	+	960	NA	121	64	66	72	239	42	59	3	29	97
gene-FE838_RS18810	NZ_CP040530.1	4926248	4927207	+	960	NA	19	8	6	2	30	8	9	0	3	18
gene-FE838_RS18815	NZ_CP040530.1	4927313	4928266	-	954	NA	4	1	3	2	2	3	0	0	0	1
gene-FE838_RS18820	NZ_CP040530.1	4928486	4930186	-	1701	NA	22	6	7	15	11	2	3	3	12	8
gene-FE838_RS18825	NZ_CP040530.1	4930223	4931743	-	1521	NA	8	2	0	0	2	2	1	0	2	0
gene-FE838_RS18830	NZ_CP040530.1	4931755	4932324	-	570	NA	0	1	0	0	0	0	0	0	0	0
gene-FE838_RS18835	NZ_CP040530.1	4932339	4934165	-	1827	NA	4	0	0	2	5	0	1	0	1	2
gene-FE838_RS18840	NZ_CP040530.1	4934179	4934523	-	345	NA	0	0	0	0	0	0	1	0	0	0
gene-FE838_RS18845	NZ_CP040530.1	4934883	4935425	-	543	NA	584	141	99	196	241	45	85	27	232	149
gene-FE838_RS18850	NZ_CP040530.1	4935422	4936726	-	1305	NA	998	290	184	410	414	79	195	55	428	387
gene-FE838_RS18855	NZ_CP040530.1	4936730	4937137	-	408	NA	377	125	106	180	245	83	101	23	177	185
gene-FE838_RS18860	NZ_CP040530.1	4937610	4937759	+	150	NA	0	0	0	0	0	0	1	0	0	0
gene-FE838_RS18865	NZ_CP040530.1	4937819	4938373	+	555	NA	2	12	52	45	16	3	0	0	4	2
gene-FE838_RS18870	NZ_CP040530.1	4938476	4939120	+	645	NA	4	12	35	50	22	1	0	0	2	1
gene-FE838_RS18875	NZ_CP040530.1	4939132	4939767	+	636	NA	8	32	91	94	33	1	1	1	4	3
gene-FE838_RS18880	NZ_CP040530.1	4939879	4940916	+	1038	NA	44	20	24	24	32	5	12	1	9	11
gene-FE838_RS18885	NZ_CP040530.1	4940909	4941688	+	780	NA	167	43	34	105	183	39	44	5	36	73
gene-FE838_RS18890	NZ_CP040530.1	4941826	4941899	-	74	NA	731	88	100	196	168	52	40	13	63	37
gene-FE838_RS18895	NZ_CP040530.1	4942057	4943373	+	1317	NA	541	116	91	277	151	31	92	32	156	101
gene-FE838_RS18900	NZ_CP040530.1	4943524	4944114	+	591	NA	395	271	217	368	614	59	111	16	131	246
gene-FE838_RS18905	NZ_CP040530.1	4944111	4944650	-	540	NA	114	33	26	46	52	11	27	9	37	37
gene-FE838_RS18910	NZ_CP040530.1	4944657	4945106	-	450	NA	60	6	7	13	6	3	1	2	18	4
gene-FE838_RS18915	NZ_CP040530.1	4945143	4945760	-	618	recR	130	17	6	22	10	10	19	10	32	21
gene-FE838_RS18920	NZ_CP040530.1	4945849	4947303	+	1455	NA	231	21	11	46	34	26	27	12	48	42
gene-FE838_RS18925	NZ_CP040530.1	4947427	4948035	+	609	yihA	118	22	13	22	19	11	19	9	41	20
gene-FE838_RS18930	NZ_CP040530.1	4948042	4948641	+	600	NA	198	38	17	42	38	12	25	13	55	33
gene-FE838_RS18935	NZ_CP040530.1	4949337	4949732	+	396	NA	976	138	169	386	353	197	144	17	216	291
gene-FE838_RS18940	NZ_CP040530.1	4949828	4951816	+	1989	NA	1666	567	348	772	872	102	248	56	371	389
gene-FE838_RS18945	NZ_CP040530.1	4951818	4953365	+	1548	NA	1058	340	167	435	466	66	155	37	250	246
gene-FE838_RS18950	NZ_CP040530.1	4953377	4954309	+	933	NA	1089	599	346	732	940	85	212	25	250	396
gene-FE838_RS18955	NZ_CP040530.1	4954368	4955051	-	684	lipB	245	142	86	213	440	30	41	10	52	121
gene-FE838_RS18960	NZ_CP040530.1	4955141	4955977	+	837	NA	293	59	52	111	104	52	62	9	108	86
gene-FE838_RS18965	NZ_CP040530.1	4956275	4958491	-	2217	NA	1465	1024	634	1518	2068	894	1325	49	341	1089
gene-FE838_RS18970	NZ_CP040530.1	4958555	4958914	-	360	NA	4	1	0	0	2	0	0	0	1	2
gene-FE838_RS18975	NZ_CP040530.1	4958938	4960164	-	1227	NA	262	21	17	45	84	47	62	14	72	82
gene-FE838_RS18980	NZ_CP040530.1	4960983	4961294	-	312	NA	8	2	0	2	1	3	2	1	1	0
gene-FE838_RS18990	NZ_CP040530.1	4961721	4962092	-	372	NA	50	5	2	11	3	13	8	2	7	3
gene-FE838_RS18995	NZ_CP040530.1	4962317	4962529	-	213	NA	11	0	1	9	2	1	3	0	2	2
gene-FE838_RS19000	NZ_CP040530.1	4962707	4962883	+	177	NA	1	1	1	0	2	0	1	0	2	5
gene-FE838_RS19005	NZ_CP040530.1	4963012	4963140	+	129	NA	186	84	97	160	213	26	48	7	54	80
gene-FE838_RS19010	NZ_CP040530.1	4963351	4963887	-	537	NA	530	370	304	457	625	102	181	16	175	235
gene-FE838_RS19015	NZ_CP040530.1	4963942	4964751	-	810	NA	612	393	266	429	640	57	167	8	123	216
gene-FE838_RS19020	NZ_CP040530.1	4964768	4967326	-	2559	glgP	2442	1900	1313	2326	3223	364	837	43	702	1207
gene-FE838_RS19025	NZ_CP040530.1	4967348	4969594	-	2247	NA	2499	2053	1341	2289	3336	440	869	57	708	1163
gene-FE838_RS19030	NZ_CP040530.1	4969608	4970591	-	984	pfkA	1096	1056	631	1069	1587	196	397	23	294	518
gene-FE838_RS19035	NZ_CP040530.1	4970657	4971112	-	456	NA	470	617	519	668	1040	130	189	11	158	353
gene-FE838_RS19040	NZ_CP040530.1	4971198	4971626	-	429	NA	1451	1356	1119	1462	2566	479	457	31	393	790
gene-FE838_RS19045	NZ_CP040530.1	4971694	4972443	-	750	gpmA	1667	1812	1158	1585	2393	332	610	47	486	837
gene-FE838_RS19050	NZ_CP040530.1	4972457	4973506	-	1050	NA	3612	2078	1697	3256	4343	684	1217	69	993	1685
gene-FE838_RS19055	NZ_CP040530.1	4973535	4974017	-	483	NA	798	892	821	948	1543	282	356	28	316	524
gene-FE838_RS19060	NZ_CP040530.1	4974068	4974715	-	648	NA	274	259	302	365	585	107	151	8	146	269
gene-FE838_RS19065	NZ_CP040530.1	4974818	4975270	-	453	NA	363	252	315	431	653	128	157	16	166	339
gene-FE838_RS19070	NZ_CP040530.1	4975432	4975641	-	210	NA	323	131	281	373	512	125	135	5	158	318
gene-FE838_RS19075	NZ_CP040530.1	4977021	4978023	+	1003	NA	25	8	2	10	6	2	5	0	7	6
gene-FE838_RS19080	NZ_CP040530.1	4978112	4978537	-	426	NA	60	18	25	40	28	6	16	2	21	27
gene-FE838_RS19085	NZ_CP040530.1	4978695	4979726	-	1032	NA	382	115	66	329	311	46	97	11	82	144
gene-FE838_RS19090	NZ_CP040530.1	4979734	4980906	-	1173	NA	479	219	167	348	304	47	137	10	113	173
gene-FE838_RS19095	NZ_CP040530.1	4981033	4981590	-	558	NA	160	46	60	81	90	29	30	3	37	63
gene-FE838_RS19100	NZ_CP040530.1	4981688	4982053	-	366	NA	56	47	36	46	68	20	25	1	17	44
gene-FE838_RS19105	NZ_CP040530.1	4982063	4983679	-	1617	NA	601	219	162	341	285	67	96	13	99	201
gene-FE838_RS19110	NZ_CP040530.1	4983692	4986388	-	2697	NA	800	219	183	430	499	134	184	19	175	375
gene-FE838_RS19115	NZ_CP040530.1	4987557	4989164	-	1608	NA	17	4	1	8	6	2	7	0	7	6
gene-FE838_RS19120	NZ_CP040530.1	4989189	4990343	-	1155	NA	1	0	0	1	0	0	1	0	1	0
gene-FE838_RS19125	NZ_CP040530.1	4990623	4991543	+	921	NA	94	44	44	57	70	19	16	5	40	51
gene-FE838_RS19130	NZ_CP040530.1	4991612	4992538	-	927	NA	11	9	2	8	7	2	0	1	7	8
gene-FE838_RS19135	NZ_CP040530.1	4992546	4993307	-	762	NA	4	1	1	1	1	0	0	0	1	0
gene-FE838_RS19140	NZ_CP040530.1	4993337	4994257	-	921	NA	0	0	0	0	0	0	0	0	1	0
gene-FE838_RS19145	NZ_CP040530.1	4994262	4994633	-	372	NA	0	0	0	0	0	1	0	0	0	0
gene-FE838_RS19150	NZ_CP040530.1	4994863	4995366	-	504	NA	1	3	0	2	0	1	0	0	0	0
gene-FE838_RS19155	NZ_CP040530.1	4995844	4996155	+	312	NA	2	4	1	1	1	1	1	0	0	0
gene-FE838_RS19160	NZ_CP040530.1	4996199	4996522	+	324	NA	46	20	16	78	90	3	14	0	6	39
gene-FE838_RS19165	NZ_CP040530.1	4996863	4997042	-	180	NA	2	0	0	1	0	0	0	0	0	0
gene-FE838_RS19170	NZ_CP040530.1	4997047	4997439	-	393	NA	0	0	0	1	0	0	0	0	0	0
gene-FE838_RS19175	NZ_CP040530.1	4997471	4998031	-	561	NA	3	1	0	1	1	0	1	0	0	0
gene-FE838_RS19180	NZ_CP040530.1	4998355	4998606	+	252	NA	13	1	1	2	1	3	1	0	2	0
gene-FE838_RS19185	NZ_CP040530.1	4998977	4999576	-	600	NA	318	79	48	146	130	61	99	17	100	120
gene-FE838_RS19190	NZ_CP040530.1	4999582	4999749	-	168	NA	85	28	19	49	57	16	22	6	28	31
gene-FE838_RS24540	NZ_CP040530.1	4999783	5000001	-	219	NA	11	3	3	3	2	1	3	2	2	1
gene-FE838_RS19200	NZ_CP040530.1	5000256	5001503	-	1248	NA	409	119	84	130	190	30	36	6	61	70
gene-FE838_RS19205	NZ_CP040530.1	5001761	5002762	-	1002	NA	678	171	128	203	258	49	64	18	103	151
gene-FE838_RS19210	NZ_CP040530.1	5002898	5003296	-	399	NA	700	123	95	156	233	50	38	9	75	105
gene-FE838_RS24545	NZ_CP040530.1	5003422	5003601	+	180	NA	42	9	7	12	21	6	16	4	14	18
gene-FE838_RS19220	NZ_CP040530.1	5003606	5004529	+	924	NA	180	109	101	155	124	15	42	9	49	43
gene-FE838_RS19225	NZ_CP040530.1	5004539	5005045	-	507	NA	30	121	140	127	102	6	15	7	26	18
gene-FE838_RS19230	NZ_CP040530.1	5005239	5005472	-	234	NA	6	3	2	10	9	14	10	4	15	10
gene-FE838_RS19235	NZ_CP040530.1	5005698	5006549	+	852	NA	217	183	173	145	358	101	139	19	142	278
gene-FE838_RS19240	NZ_CP040530.1	5006663	5007283	+	621	rsmG	148	117	56	72	148	40	89	21	124	133
gene-FE838_RS19245	NZ_CP040530.1	5007305	5007943	+	639	NA	190	120	78	86	167	50	105	15	129	137
gene-FE838_RS19250	NZ_CP040530.1	5008066	5010915	+	2850	gcvP	1035	835	473	534	1062	191	654	98	742	713
gene-FE838_RS19255	NZ_CP040530.1	5011118	5011687	-	570	NA	518	205	145	402	410	70	98	28	123	218
gene-FE838_RS19260	NZ_CP040530.1	5011730	5012815	-	1086	NA	539	120	83	147	141	59	98	32	125	122
gene-FE838_RS19265	NZ_CP040530.1	5012837	5013445	-	609	NA	199	18	22	44	41	23	41	5	44	45
gene-FE838_RS19270	NZ_CP040530.1	5013701	5014948	-	1248	NA	1961	519	391	878	535	106	269	49	437	393
gene-FE838_RS19275	NZ_CP040530.1	5015106	5016026	-	921	NA	3055	598	610	1421	820	155	360	59	507	501
gene-FE838_RS19280	NZ_CP040530.1	5016141	5017208	-	1068	serC	5997	644	587	1728	920	211	510	96	907	779
gene-FE838_RS19285	NZ_CP040530.1	5017783	5019117	-	1335	NA	671	143	88	295	267	88	145	26	156	192
gene-FE838_RS19290	NZ_CP040530.1	5019273	5020547	-	1275	nqrF	3099	822	515	1225	632	214	426	168	685	470
gene-FE838_RS19295	NZ_CP040530.1	5020566	5021192	-	627	nqrE	1016	204	164	264	155	78	156	58	257	127
gene-FE838_RS19300	NZ_CP040530.1	5021276	5021917	-	642	NA	1015	314	139	286	171	67	177	70	274	158
gene-FE838_RS19305	NZ_CP040530.1	5021938	5022612	-	675	NA	829	207	121	255	150	70	122	53	215	127
gene-FE838_RS19310	NZ_CP040530.1	5022625	5023797	-	1173	NA	2044	513	266	518	351	165	334	176	589	312
gene-FE838_RS19315	NZ_CP040530.1	5023846	5025195	-	1350	NA	2209	514	250	596	370	169	389	191	747	365
gene-FE838_RS19320	NZ_CP040530.1	5025384	5026784	-	1401	NA	607	155	120	269	222	29	75	25	159	123
